"Drug_name","OR","95.CI","Pvalue","ac"
"AMOXICILLIN, METOPROLOL",4.15,"(3.58, 4.79)","1.64e-60",136860
"ROSUVASTATIN, ACETAMINOPHEN",4.15,"(3.77, 4.56)","3.32e-138",136860
"VANCOMYCIN, HYDROCODONE",4.15,"(3.42, 5)","9.15e-37",136860
"MELOXICAM, HYDROCODONE",4.15,"(3.57, 4.8)","1.56e-58",136860
"ROFECOXIB, SERTRALINE",4.14,"(3.57, 4.79)","9.26e-59",136860
"DEXAMETHASONE, HYDROCHLOROTHIAZIDE",4.14,"(3.65, 4.69)","6.40e-80",136860
"BACLOFEN, GABAPENTIN",4.14,"(3.73, 4.59)","1.12e-118",136860
"FENOFIBRATE, HYDROCODONE",4.14,"(3.5, 4.88)","4.77e-47",136860
"TEMAZEPAM, HYDROCODONE",4.14,"(3.66, 4.68)","1.97e-83",136860
"RANITIDINE, CIPROFLOXACIN",4.14,"(3.5, 4.87)","1.52e-47",136860
"OXYCODONE, IBUPROFEN",4.14,"(3.78, 4.52)","1.37e-152",136860
"ATORVASTATIN, ALPRAZOLAM",4.14,"(3.78, 4.52)","3.21e-158",136860
"ACETAMINOPHEN, DOCETAXEL",4.14,"(3.66, 4.66)","2.84e-86",136860
"SIMVASTATIN, GLICLAZIDE",4.14,"(3.48, 4.89)","2.45e-45",136860
"AMOXICILLIN, OMEPRAZOLE",4.13,"(3.73, 4.57)","9.12e-120",136860
"PROCHLORPERAZINE, WARFARIN",4.13,"(3.56, 4.78)","1.38e-58",136860
"PREDNISONE, LIDOCAINE",4.13,"(3.4, 4.98)","1.37e-36",136860
"PREDNISONE, PROCHLORPERAZINE",4.13,"(3.55, 4.79)","6.40e-57",136860
"EPOETIN ALFA, FOLIC ACID",4.13,"(3.55, 4.79)","3.43e-57",136860
"PROPOXYPHENE, ACETYLSALICYLIC ACID",4.13,"(3.58, 4.74)","2.68e-65",136860
"PREDNISONE, TRIAMCINOLONE",4.13,"(3.47, 4.89)","6.74e-44",136860
"ZOLPIDEM, IBUPROFEN",4.13,"(3.69, 4.61)","5.91e-101",136860
"CODEINE, HYDROCODONE",4.12,"(3.44, 4.92)","1.31e-40",136860
"ACETAMINOPHEN, DOXORUBICIN",4.12,"(3.63, 4.67)","2.43e-80",136860
"NAPROXEN, ALPRAZOLAM",4.12,"(3.55, 4.76)","1.55e-59",136860
"TERIPARATIDE, VITAMIN D",4.12,"(3.79, 4.48)","3.23e-177",136860
"TRIMETHOPRIM, FENTANYL",4.12,"(3.43, 4.92)","5.05e-40",136860
"METOCLOPRAMIDE, METRONIDAZOLE",4.12,"(3.44, 4.9)","6.44e-42",136860
"ATORVASTATIN, DEXAMETHASONE",4.12,"(3.62, 4.67)","5.18e-77",136860
"ESCITALOPRAM, AMITRIPTYLINE",4.12,"(3.46, 4.87)","1.40e-44",136860
"TRAMADOL, CIPROFLOXACIN",4.12,"(3.45, 4.88)","1.69e-43",136860
"WARFARIN, GABAPENTIN",4.12,"(3.76, 4.5)","4.11e-154",136860
"PAROXETINE, HYDROCODONE",4.11,"(3.69, 4.57)","4.37e-108",136860
"PAROXETINE, DIAZEPAM",4.11,"(3.64, 4.63)","4.19e-87",136860
"RANITIDINE, GABAPENTIN",4.11,"(3.64, 4.63)","2.71e-86",136860
"FENTANYL, FLUTICASONE PROPIONATE",4.11,"(3.53, 4.77)","6.24e-57",136860
"VITAMIN D, ESTRADIOL",4.11,"(3.39, 4.96)","3.80e-36",136860
"CELECOXIB, CONJUGATED ESTROGENS",4.11,"(3.55, 4.74)","1.75e-61",136860
"LORAZEPAM, GABAPENTIN",4.11,"(3.76, 4.48)","2.72e-161",136860
"ESCITALOPRAM, HYDROCODONE",4.11,"(3.7, 4.55)","3.65e-115",136860
"ESTRADIOL, ALPRAZOLAM",4.11,"(3.4, 4.93)","9.97e-38",136860
"CALCIUM, HYDROCODONE",4.11,"(3.65, 4.6)","3.82e-93",136860
"POTASSIUM CHLORIDE, LIDOCAINE",4.11,"(3.38, 4.96)","1.46e-35",136860
"ALENDRONATE, IBANDRONATE",4.11,"(3.64, 4.62)","9.65e-88",136860
"SERTRALINE, IRON",4.1,"(3.5, 4.79)","1.04e-51",136860
"TERIPARATIDE, ACETAMINOPHEN",4.1,"(3.71, 4.54)","3.63e-120",136860
"LORAZEPAM, IRON",4.1,"(3.53, 4.75)","1.30e-57",136860
"TRAMADOL, VITAMIN D",4.1,"(3.54, 4.73)","8.20e-61",136860
"PROMETHAZINE, HYDROCHLOROTHIAZIDE",4.1,"(3.48, 4.81)","5.82e-49",136860
"AMOXICILLIN, NAPROXEN",4.1,"(3.41, 4.9)","8.31e-40",136860
"CLONIDINE, GABAPENTIN",4.1,"(3.54, 4.72)","2.61e-61",136860
"DIAZEPAM, AMITRIPTYLINE",4.1,"(3.59, 4.66)","1.19e-73",136860
"NAPROXEN, VENLAFAXINE",4.1,"(3.4, 4.91)","3.49e-38",136860
"MAGNESIUM, SIMVASTATIN",4.1,"(3.49, 4.79)","2.86e-50",136860
"ATORVASTATIN, HYDROCODONE",4.09,"(3.75, 4.46)","3.88e-163",136860
"ATENOLOL, DEXAMETHASONE",4.09,"(3.54, 4.7)","5.49e-63",136860
"PROMETHAZINE, TRAZODONE",4.09,"(3.43, 4.84)","3.75e-43",136860
"FEXOFENADINE, IBUPROFEN",4.09,"(3.48, 4.78)","2.28e-50",136860
"POTASSIUM CHLORIDE, CYCLOBENZAPRINE",4.08,"(3.44, 4.82)","1.52e-45",136860
"ROSUVASTATIN, GABAPENTIN",4.08,"(3.5, 4.74)","1.09e-55",136860
"DARBEPOETIN ALFA, DEXAMETHASONE",4.08,"(3.52, 4.71)","3.68e-59",136860
"ACETYLSALICYLIC ACID, CYCLOSPORINE",4.08,"(3.54, 4.68)","9.48e-65",136860
"METOCLOPRAMIDE, HYDROCHLOROTHIAZIDE",4.08,"(3.48, 4.76)","3.55e-52",136860
"CALCIUM, ALENDRONATE",4.08,"(3.78, 4.4)","5.69e-206",136860
"MONTELUKAST, CALCIUM",4.08,"(3.38, 4.89)","5.73e-38",136860
"CLOPIDOGREL, IBUPROFEN",4.08,"(3.46, 4.78)","4.04e-48",136860
"PEGFILGRASTIM, ACETAMINOPHEN",4.08,"(3.44, 4.8)","1.69e-46",136860
"ATENOLOL, SERTRALINE",4.07,"(3.6, 4.59)","4.83e-84",136860
"SIMVASTATIN, DICLOFENAC",4.07,"(3.52, 4.69)","6.41e-62",136860
"METOCLOPRAMIDE, CITALOPRAM",4.07,"(3.39, 4.86)","4.77e-40",136860
"POTASSIUM CHLORIDE, GABAPENTIN",4.07,"(3.7, 4.48)","1.28e-132",136860
"VITAMIN D, IBUPROFEN",4.07,"(3.55, 4.65)","8.13e-69",136860
"LORATADINE, ESOMEPRAZOLE",4.07,"(3.45, 4.78)","4.91e-48",136860
"ALLOPURINOL, EPOETIN ALFA",4.07,"(3.42, 4.81)","9.46e-44",136860
"POTASSIUM, CIPROFLOXACIN",4.07,"(3.51, 4.7)","3.89e-58",136860
"WARFARIN, CIPROFLOXACIN",4.07,"(3.53, 4.67)","3.48e-63",136860
"GABAPENTIN, IBUPROFEN",4.07,"(3.67, 4.5)","3.69e-118",136860
"METOPROLOL, DARBEPOETIN ALFA",4.07,"(3.52, 4.68)","7.80e-62",136860
"DULOXETINE, AMITRIPTYLINE",4.07,"(3.42, 4.8)","3.00e-44",136860
"ZOLPIDEM, GABAPENTIN",4.06,"(3.74, 4.41)","1.23e-177",136860
"METOPROLOL, CEPHALEXIN",4.06,"(3.36, 4.88)","4.99e-37",136860
"METRONIDAZOLE, TRIMETHOPRIM",4.06,"(3.36, 4.88)","4.99e-37",136860
"PANTOPRAZOLE, DOCUSATE",4.06,"(3.44, 4.77)","2.08e-47",136860
"POTASSIUM CHLORIDE, EPOETIN ALFA",4.06,"(3.41, 4.8)","1.15e-43",136860
"OMEPRAZOLE, ESTRADIOL",4.06,"(3.44, 4.77)","4.27e-47",136860
"METRONIDAZOLE, OMEPRAZOLE",4.06,"(3.54, 4.64)","2.97e-67",136860
"ATORVASTATIN, FENOFIBRATE",4.05,"(3.66, 4.47)","2.17e-121",136860
"OMEPRAZOLE, CLARITHROMYCIN",4.05,"(3.46, 4.73)","8.58e-52",136860
"CONJUGATED ESTROGENS, AMITRIPTYLINE",4.05,"(3.37, 4.84)","2.71e-39",136860
"PAROXETINE, VITAMIN D",4.05,"(3.33, 4.89)","8.90e-35",136860
"PAROXETINE, ESCITALOPRAM",4.05,"(3.4, 4.79)","1.54e-43",136860
"OXYCODONE, ENOXAPARIN",4.05,"(3.56, 4.59)","4.25e-76",136860
"FENTANYL, IBUPROFEN",4.05,"(3.52, 4.64)","1.08e-64",136860
"LORAZEPAM, NYSTATIN",4.05,"(3.35, 4.86)","3.96e-37",136860
"NYSTATIN, FUROSEMIDE",4.04,"(3.51, 4.64)","7.67e-64",136860
"BACLOFEN, DIAZEPAM",4.04,"(3.43, 4.74)","5.76e-48",136860
"ATORVASTATIN, DIPHENHYDRAMINE",4.04,"(3.46, 4.7)","5.64e-53",136860
"PREDNISONE, DIAZEPAM",4.04,"(3.5, 4.66)","2.26e-60",136860
"BACLOFEN, AMITRIPTYLINE",4.04,"(3.33, 4.87)","9.85e-36",136860
"POTASSIUM CHLORIDE, AMITRIPTYLINE",4.04,"(3.44, 4.72)","9.89e-50",136860
"GEMFIBROZIL, LEVOTHYROXINE",4.04,"(3.35, 4.83)","2.35e-38",136860
"SPIRONOLACTONE, HYDROCODONE",4.04,"(3.47, 4.67)","2.55e-56",136860
"FLUOXETINE, IRON",4.04,"(3.31, 4.88)","2.22e-34",136860
"GABAPENTIN, HYDROCODONE",4.03,"(3.78, 4.31)","2.49e-273",136860
"WARFARIN, DULOXETINE",4.03,"(3.43, 4.72)","2.03e-49",136860
"ROSUVASTATIN, LANSOPRAZOLE",4.03,"(3.49, 4.65)","1.05e-59",136860
"PROCHLORPERAZINE, HYDROCODONE",4.03,"(3.6, 4.51)","4.38e-97",136860
"TRAMADOL, DEXAMETHASONE",4.03,"(3.45, 4.69)","2.40e-53",136860
"OXYCODONE, CALCIUM CARBONATE",4.03,"(3.42, 4.73)","8.50e-48",136860
"ALLOPURINOL, HYDROCODONE",4.03,"(3.49, 4.64)","1.97e-60",136860
"CYCLOPHOSPHAMIDE, FENTANYL",4.03,"(3.38, 4.78)","5.65e-42",136860
"LORAZEPAM, CALCIUM",4.02,"(3.49, 4.63)","1.18e-61",136860
"THALIDOMIDE, ACETYLSALICYLIC ACID",4.02,"(3.45, 4.67)","2.93e-54",136860
"ZOLPIDEM, FLUOXETINE",4.02,"(3.58, 4.51)","9.49e-91",136860
"ALPRAZOLAM, LANSOPRAZOLE",4.02,"(3.59, 4.49)","2.99e-96",136860
"MEGESTROL, ACETYLSALICYLIC ACID",4.02,"(3.39, 4.75)","5.71e-44",136860
"DICLOFENAC, ESOMEPRAZOLE",4.02,"(3.34, 4.81)","6.46e-38",136860
"PANTOPRAZOLE, HYDROCODONE",4.02,"(3.68, 4.38)","1.16e-157",136860
"PREGABALIN, GABAPENTIN",4.02,"(3.68, 4.38)","6.28e-159",136860
"METHADONE, FENTANYL",4.02,"(3.35, 4.78)","5.37e-40",136860
"ATORVASTATIN, CETIRIZINE",4.02,"(3.46, 4.64)","2.47e-57",136860
"CLONAZEPAM, AMITRIPTYLINE",4.02,"(3.55, 4.53)","3.10e-82",136860
"MORPHINE, FLUOXETINE",4.02,"(3.39, 4.73)","1.65e-45",136860
"MORPHINE, ZOLPIDEM",4.02,"(3.59, 4.48)","9.74e-100",136860
"TERIPARATIDE, FOLIC ACID",4.02,"(3.37, 4.76)","4.47e-42",136860
"OXYCODONE, DIAZEPAM",4.01,"(3.69, 4.36)","1.54e-171",136860
"LORAZEPAM, PREDNISOLONE",4.01,"(3.3, 4.85)","1.94e-34",136860
"PREDNISONE, TERIPARATIDE",4.01,"(3.58, 4.49)","3.72e-93",136860
"SERTRALINE, FLUOXETINE",4.01,"(3.46, 4.64)","9.44e-57",136860
"PROMETHAZINE, LANSOPRAZOLE",4.01,"(3.4, 4.71)","8.93e-47",136860
"METRONIDAZOLE, LEVOFLOXACIN",4.01,"(3.49, 4.6)","5.07e-64",136860
"TRIAMCINOLONE, ACETYLSALICYLIC ACID",4.01,"(3.43, 4.67)","5.68e-52",136860
"MEGESTROL, FUROSEMIDE",4.01,"(3.33, 4.79)","2.48e-38",136860
"MOMETASONE, LISINOPRIL",4.01,"(3.3, 4.83)","6.75e-35",136860
"PROCHLORPERAZINE, HYDROMORPHONE",4.01,"(3.31, 4.82)","3.29e-36",136860
"SERTRALINE, AMITRIPTYLINE",4.01,"(3.46, 4.62)","5.66e-59",136860
"WARFARIN, ACYCLOVIR",4,"(3.31, 4.81)","1.04e-36",136860
"ALENDRONATE, GABAPENTIN",4,"(3.51, 4.55)","2.52e-73",136860
"OMEPRAZOLE, ROFECOXIB",4,"(3.55, 4.5)","7.97e-86",136860
"CELECOXIB, FEXOFENADINE",4,"(3.31, 4.81)","3.63e-36",136860
"PROCHLORPERAZINE, HYDROCHLOROTHIAZIDE",4,"(3.37, 4.73)","9.25e-44",136860
"MECLIZINE, ACETAMINOPHEN",4,"(3.43, 4.65)","2.00e-53",136860
"ONDANSETRON, CITALOPRAM",4,"(3.33, 4.78)","3.01e-38",136860
"AMOXICILLIN, PREDNISONE",4,"(3.55, 4.49)","4.75e-87",136860
"PROCHLORPERAZINE, SALBUTAMOL",4,"(3.43, 4.64)","1.18e-53",136860
"VITAMIN D, DEXAMETHASONE",4,"(3.41, 4.67)","5.37e-50",136860
"ROSUVASTATIN, ALPRAZOLAM",4,"(3.45, 4.6)","2.40e-59",136860
"CITALOPRAM, ESCITALOPRAM",3.99,"(3.33, 4.76)","9.57e-40",136860
"CONJUGATED ESTROGENS, IBUPROFEN",3.99,"(3.31, 4.79)","7.47e-37",136860
"LORATADINE, HYDROCODONE",3.99,"(3.44, 4.61)","1.10e-57",136860
"ACETYLSALICYLIC ACID, HYDROMORPHONE",3.99,"(3.42, 4.63)","4.99e-54",136860
"ROSUVASTATIN, VALSARTAN",3.99,"(3.54, 4.48)","8.44e-87",136860
"PANTOPRAZOLE, AMITRIPTYLINE",3.99,"(3.48, 4.55)","1.57e-67",136860
"NAPROXEN, ESCITALOPRAM",3.99,"(3.29, 4.79)","5.33e-36",136860
"ACETAMINOPHEN, BACLOFEN",3.99,"(3.57, 4.43)","1.62e-102",136860
"SEVELAMER, ACETYLSALICYLIC ACID",3.98,"(3.42, 4.62)","1.03e-54",136860
"ROFECOXIB, VENLAFAXINE",3.98,"(3.28, 4.8)","6.44e-35",136860
"POTASSIUM, CELECOXIB",3.98,"(3.29, 4.78)","5.86e-36",136860
"AMOXICILLIN, AMLODIPINE",3.98,"(3.43, 4.6)","9.47e-57",136860
"ROFECOXIB, AMITRIPTYLINE",3.98,"(3.44, 4.59)","2.75e-58",136860
"ANASTROZOLE, ZOLEDRONATE",3.98,"(3.45, 4.57)","3.92e-61",136860
"ROSUVASTATIN, HYDROCHLOROTHIAZIDE",3.98,"(3.6, 4.39)","1.09e-120",136860
"SIMVASTATIN, CYCLOBENZAPRINE",3.98,"(3.42, 4.61)","1.25e-54",136860
"RANITIDINE, CETIRIZINE",3.98,"(3.35, 4.69)","5.73e-44",136860
"METHADONE, PREGABALIN",3.98,"(3.27, 4.8)","1.32e-34",136860
"METOCLOPRAMIDE, SERTRALINE",3.98,"(3.36, 4.68)","9.75e-45",136860
"NYSTATIN, ACETAMINOPHEN",3.98,"(3.53, 4.47)","3.37e-86",136860
"VITAMIN D, CLONAZEPAM",3.97,"(3.43, 4.57)","3.35e-59",136860
"ZOLPIDEM, LOPERAMIDE",3.97,"(3.26, 4.81)","2.98e-33",136860
"NYSTATIN, ONDANSETRON",3.97,"(3.28, 4.77)","4.19e-36",136860
"METRONIDAZOLE, ACETYLSALICYLIC ACID",3.97,"(3.44, 4.57)","3.37e-60",136860
"NAPROXEN, BUPROPION",3.97,"(3.33, 4.71)","2.89e-41",136860
"PANTOPRAZOLE, PROCHLORPERAZINE",3.97,"(3.43, 4.56)","6.89e-60",136860
"HYDROXYZINE, LISINOPRIL",3.97,"(3.28, 4.76)","4.60e-36",136860
"DIAZEPAM, DULOXETINE",3.97,"(3.4, 4.61)","4.06e-52",136860
"ACETYLSALICYLIC ACID, CALCIUM ACETATE",3.96,"(3.36, 4.65)","6.38e-47",136860
"TRAMADOL, FLUOXETINE",3.96,"(3.39, 4.61)","1.41e-51",136860
"LORAZEPAM, CYCLOPHOSPHAMIDE",3.96,"(3.33, 4.68)","9.19e-43",136860
"WARFARIN, BORTEZOMIB",3.96,"(3.27, 4.77)","2.98e-35",136860
"VITAMIN E, FUROSEMIDE",3.96,"(3.4, 4.6)","1.30e-53",136860
"VITAMIN D, DULOXETINE",3.96,"(3.4, 4.59)","2.21e-54",136860
"CARVEDILOL, HYDROCODONE",3.96,"(3.48, 4.49)","1.88e-73",136860
"DIAZEPAM, DIPHENHYDRAMINE",3.96,"(3.28, 4.75)","1.60e-36",136860
"CALCIUM, CETIRIZINE",3.96,"(3.25, 4.79)","1.14e-33",136860
"TRASTUZUMAB, ZOLEDRONATE",3.96,"(3.36, 4.65)","2.44e-46",136860
"ATORVASTATIN, CYCLOSPORINE",3.96,"(3.35, 4.66)","2.67e-45",136860
"ALPRAZOLAM, GABAPENTIN",3.96,"(3.64, 4.3)","4.86e-168",136860
"ACETYLSALICYLIC ACID, DARBEPOETIN ALFA",3.96,"(3.48, 4.49)","1.21e-72",136860
"PROPOXYPHENE, ROFECOXIB",3.96,"(3.27, 4.75)","5.57e-36",136860
"CETIRIZINE, CLONAZEPAM",3.96,"(3.26, 4.77)","6.11e-35",136860
"PROMETHAZINE, ATORVASTATIN",3.95,"(3.28, 4.73)","6.13e-37",136860
"ESOMEPRAZOLE, FLUOXETINE",3.95,"(3.44, 4.51)","2.99e-65",136860
"VITAMIN E, ALENDRONATE",3.95,"(3.3, 4.69)","3.01e-40",136860
"NYSTATIN, SALBUTAMOL",3.95,"(3.31, 4.67)","8.69e-42",136860
"CITALOPRAM, FLUOXETINE",3.94,"(3.32, 4.66)","8.71e-43",136860
"FAMOTIDINE, LEVOFLOXACIN",3.94,"(3.38, 4.58)","4.68e-53",136860
"PACLITAXEL, HYDROCODONE",3.94,"(3.28, 4.71)","1.26e-37",136860
"FLUTICASONE PROPIONATE, LEVOFLOXACIN",3.94,"(3.4, 4.55)","6.69e-57",136860
"AMOXICILLIN, LEVOTHYROXINE",3.94,"(3.44, 4.5)","2.15e-66",136860
"ACETAMINOPHEN, TIZANIDINE",3.94,"(3.46, 4.47)","5.28e-72",136860
"SIMVASTATIN, IBUPROFEN",3.94,"(3.55, 4.37)","4.47e-108",136860
"CLONIDINE, HYDROCODONE",3.94,"(3.39, 4.56)","1.64e-54",136860
"DEXAMETHASONE, LIDOCAINE",3.94,"(3.25, 4.73)","1.66e-35",136860
"OMEPRAZOLE, EZETIMIBE",3.93,"(3.5, 4.41)","1.04e-86",136860
"PROMETHAZINE, FENTANYL",3.93,"(3.42, 4.51)","1.17e-62",136860
"HYDROCODONE, IBUPROFEN",3.93,"(3.63, 4.25)","3.75e-185",136860
"LORATADINE, GABAPENTIN",3.93,"(3.34, 4.61)","9.69e-47",136860
"SERTRALINE, VENLAFAXINE",3.93,"(3.42, 4.5)","2.20e-64",136860
"TRAMADOL, DIGOXIN",3.93,"(3.31, 4.63)","2.16e-43",136860
"NAPROXEN, ROFECOXIB",3.93,"(3.37, 4.55)","1.40e-53",136860
"PROPOXYPHENE, ESOMEPRAZOLE",3.92,"(3.24, 4.72)","1.30e-34",136860
"EZETIMIBE, GABAPENTIN",3.92,"(3.38, 4.53)","1.55e-55",136860
"ACETAMINOPHEN, HYDROMORPHONE",3.92,"(3.54, 4.33)","7.79e-117",136860
"PANTOPRAZOLE, LANSOPRAZOLE",3.92,"(3.35, 4.55)","7.02e-52",136860
"OXYCODONE, VALSARTAN",3.91,"(3.35, 4.56)","2.42e-50",136860
"OMEPRAZOLE, BORTEZOMIB",3.91,"(3.28, 4.65)","7.01e-40",136860
"LORATADINE, RANITIDINE",3.91,"(3.28, 4.65)","7.01e-40",136860
"MELOXICAM, METOPROLOL",3.91,"(3.25, 4.67)","2.66e-37",136860
"METOPROLOL, CYCLOSPORINE",3.91,"(3.28, 4.63)","7.71e-41",136860
"CITALOPRAM, ALENDRONATE",3.91,"(3.25, 4.68)","9.25e-37",136860
"CYCLOBENZAPRINE, ALPRAZOLAM",3.91,"(3.45, 4.41)","1.09e-77",136860
"MEGESTROL, DEXAMETHASONE",3.91,"(3.27, 4.65)","2.67e-39",136860
"PROMETHAZINE, ESCITALOPRAM",3.9,"(3.21, 4.71)","6.57e-34",136860
"PRAVASTATIN, RANITIDINE",3.9,"(3.22, 4.7)","2.08e-34",136860
"PANTOPRAZOLE, CELECOXIB",3.9,"(3.41, 4.45)","4.02e-66",136860
"SERTRALINE, CYCLOBENZAPRINE",3.9,"(3.29, 4.59)","8.51e-44",136860
"SERTRALINE, CLONIDINE",3.9,"(3.2, 4.71)","4.25e-33",136860
"LORAZEPAM, METHADONE",3.9,"(3.21, 4.7)","1.34e-33",136860
"PANTOPRAZOLE, DARBEPOETIN ALFA",3.9,"(3.31, 4.57)","5.04e-46",136860
"OXYCODONE, VITAMIN C",3.89,"(3.25, 4.64)","3.87e-38",136860
"AZITHROMYCIN, LEVOTHYROXINE",3.89,"(3.24, 4.64)","7.21e-38",136860
"LORAZEPAM, HYDROCODONE",3.89,"(3.59, 4.21)","9.86e-181",136860
"PREGABALIN, IBUPROFEN",3.89,"(3.39, 4.44)","6.99e-65",136860
"PREDNISONE, FLUOXETINE",3.89,"(3.39, 4.44)","2.21e-65",136860
"PREDNISONE, VENLAFAXINE",3.89,"(3.39, 4.44)","1.31e-65",136860
"MORPHINE, HYDROCHLOROTHIAZIDE",3.89,"(3.32, 4.53)","1.94e-49",136860
"PANTOPRAZOLE, POTASSIUM",3.89,"(3.44, 4.38)","1.06e-78",136860
"OXYCODONE, FAMOTIDINE",3.89,"(3.43, 4.39)","1.96e-77",136860
"MELOXICAM, GABAPENTIN",3.88,"(3.27, 4.59)","7.95e-42",136860
"VENLAFAXINE, AMITRIPTYLINE",3.88,"(3.33, 4.51)","1.15e-51",136860
"ACETAMINOPHEN, CYCLOBENZAPRINE",3.88,"(3.61, 4.17)","1.18e-213",136860
"ALENDRONATE, ESTRADIOL",3.88,"(3.2, 4.67)","6.15e-34",136860
"NYSTATIN, OMEPRAZOLE",3.88,"(3.28, 4.56)","2.77e-44",136860
"ROSUVASTATIN, BISOPROLOL",3.88,"(3.21, 4.65)","1.94e-35",136860
"RANITIDINE, HYDROCODONE",3.88,"(3.46, 4.34)","4.31e-91",136860
"HYDROCHLOROTHIAZIDE, LEVOFLOXACIN",3.88,"(3.32, 4.51)","2.57e-50",136860
"LORAZEPAM, POTASSIUM",3.88,"(3.36, 4.46)","1.30e-58",136860
"ROFECOXIB, ALPRAZOLAM",3.88,"(3.32, 4.5)","1.52e-51",136860
"POTASSIUM, FAMOTIDINE",3.88,"(3.2, 4.66)","6.74e-35",136860
"ATORVASTATIN, CITALOPRAM",3.87,"(3.43, 4.36)","1.10e-80",136860
"PROMETHAZINE, ACETYLSALICYLIC ACID",3.87,"(3.42, 4.38)","3.72e-76",136860
"VALSARTAN, HYDROCODONE",3.87,"(3.38, 4.42)","1.34e-65",136860
"METOPROLOL, ATENOLOL",3.87,"(3.25, 4.58)","6.76e-41",136860
"DICLOFENAC, GABAPENTIN",3.87,"(3.26, 4.58)","2.14e-41",136860
"TEMAZEPAM, ESOMEPRAZOLE",3.87,"(3.21, 4.64)","1.38e-35",136860
"ACETYLSALICYLIC ACID, CIPROFLOXACIN",3.87,"(3.49, 4.28)","2.41e-111",136860
"OXYCODONE, BORTEZOMIB",3.87,"(3.27, 4.55)","1.27e-43",136860
"ONDANSETRON, SERTRALINE",3.87,"(3.25, 4.58)","7.42e-41",136860
"METOCLOPRAMIDE, ALPRAZOLAM",3.87,"(3.34, 4.45)","3.48e-57",136860
"MORPHINE, IBUPROFEN",3.87,"(3.36, 4.43)","3.55e-62",136860
"VITAMIN D, LANSOPRAZOLE",3.86,"(3.31, 4.49)","4.08e-51",136860
"PAROXETINE, ROFECOXIB",3.86,"(3.29, 4.51)","8.25e-48",136860
"NAPROXEN, CELECOXIB",3.86,"(3.28, 4.52)","1.53e-46",136860
"OXYCODONE, FUROSEMIDE",3.86,"(3.6, 4.13)","2.73e-236",136860
"DULOXETINE, IBUPROFEN",3.86,"(3.28, 4.52)","9.00e-46",136860
"DIAZEPAM, HYDROCHLOROTHIAZIDE",3.86,"(3.34, 4.44)","2.71e-58",136860
"ATORVASTATIN, CALCIUM",3.86,"(3.48, 4.26)","1.74e-111",136860
"VALSARTAN, EZETIMIBE",3.86,"(3.38, 4.39)","8.94e-68",136860
"ACETYLSALICYLIC ACID, FLUVASTATIN",3.86,"(3.2, 4.62)","5.74e-36",136860
"ROSUVASTATIN, SALBUTAMOL",3.86,"(3.35, 4.43)","9.45e-60",136860
"FENTANYL, GABAPENTIN",3.86,"(3.54, 4.2)","2.79e-155",136860
"PREDNISONE, DOCUSATE",3.85,"(3.22, 4.58)","1.99e-38",136860
"METOCLOPRAMIDE, INSULIN GLARGINE",3.85,"(3.17, 4.64)","1.17e-33",136860
"OXYCODONE, WARFARIN",3.85,"(3.53, 4.19)","2.59e-155",136860
"METOPROLOL, SULFAMETHOXAZOLE",3.85,"(3.29, 4.48)","1.20e-49",136860
"CITALOPRAM, IRON",3.85,"(3.22, 4.57)","6.90e-39",136860
"LOSARTAN, HYDROCODONE",3.85,"(3.29, 4.48)","2.23e-49",136860
"PROMETHAZINE, WARFARIN",3.85,"(3.28, 4.49)","4.13e-48",136860
"NAPROXEN, AMITRIPTYLINE",3.85,"(3.22, 4.56)","2.39e-39",136860
"VITAMIN D, HYDROCODONE",3.85,"(3.46, 4.27)","2.23e-102",136860
"OMEPRAZOLE, DOCUSATE",3.84,"(3.31, 4.45)","1.46e-53",136860
"ZOLPIDEM, ESCITALOPRAM",3.84,"(3.46, 4.26)","1.46e-105",136860
"CLOPIDOGREL, FLUOXETINE",3.84,"(3.21, 4.58)","4.45e-38",136860
"TIZANIDINE, BACLOFEN",3.84,"(3.2, 4.58)","1.41e-37",136860
"ATORVASTATIN, FISH OIL",3.84,"(3.38, 4.35)","6.58e-72",136860
"METHYLPHENIDATE, ACETAMINOPHEN",3.84,"(3.17, 4.62)","4.88e-34",136860
"SALBUTAMOL, CALCIUM",3.84,"(3.39, 4.33)","2.55e-76",136860
"ONDANSETRON, ESCITALOPRAM",3.84,"(3.15, 4.64)","2.88e-32",136860
"CLONAZEPAM, ALENDRONATE",3.84,"(3.19, 4.59)","5.34e-36",136860
"METOCLOPRAMIDE, IBUPROFEN",3.83,"(3.25, 4.51)","5.89e-44",136860
"PAROXETINE, RANITIDINE",3.83,"(3.26, 4.49)","1.10e-45",136860
"OXYCODONE, DEXAMETHASONE",3.83,"(3.54, 4.14)","7.35e-183",136860
"NAPROXEN, ATENOLOL",3.83,"(3.31, 4.42)","7.34e-56",136860
"OMEPRAZOLE, ESCITALOPRAM",3.83,"(3.41, 4.3)","7.16e-85",136860
"ACETYLSALICYLIC ACID, FEXOFENADINE",3.83,"(3.45, 4.25)","1.92e-102",136860
"VITAMIN C, HYDROCODONE",3.83,"(3.29, 4.45)","4.24e-51",136860
"OMEPRAZOLE, ALPRAZOLAM",3.83,"(3.53, 4.16)","6.37e-165",136860
"METOPROLOL, TERIPARATIDE",3.83,"(3.32, 4.41)","1.51e-57",136860
