"Drug_name","OR","95.CI","Pvalue","ac"
"SALBUTAMOL, ACETYLSALICYLIC ACID, FOLIC ACID",3.94,"(3.25, 4.74)","4.79e-35",136860
"PREDNISONE, PROPOXYPHENE, ACETAMINOPHEN",3.94,"(3.3, 4.68)","1.05e-40",136860
"MIRTAZAPINE, ACETAMINOPHEN, HYDROCODONE",3.94,"(3.27, 4.72)","1.38e-36",136860
"ACETAMINOPHEN, ZOLPIDEM, DIPHENHYDRAMINE",3.94,"(3.31, 4.66)","3.02e-42",136860
"ROSUVASTATIN, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.94,"(3.37, 4.59)","3.29e-50",136860
"LOSARTAN, ATORVASTATIN, FUROSEMIDE",3.94,"(3.28, 4.71)","7.41e-38",136860
"FUROSEMIDE, HYDROCHLOROTHIAZIDE, LISINOPRIL",3.94,"(3.35, 4.61)","2.31e-47",136860
"METFORMIN, ACETAMINOPHEN, INSULIN GLARGINE",3.94,"(3.24, 4.76)","9.81e-34",136860
"METOPROLOL, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE",3.94,"(3.43, 4.51)","5.21e-63",136860
"ATORVASTATIN, ACETAMINOPHEN, FOLIC ACID",3.94,"(3.26, 4.73)","4.79e-36",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, CELECOXIB",3.94,"(3.33, 4.63)","8.76e-45",136860
"METOPROLOL, ACETAMINOPHEN, FLUTICASONE PROPIONATE",3.94,"(3.32, 4.65)","5.65e-43",136860
"ATORVASTATIN, CLOPIDOGREL, EZETIMIBE",3.94,"(3.25, 4.73)","1.66e-35",136860
"METOCLOPRAMIDE, ACETAMINOPHEN, LEVOTHYROXINE",3.93,"(3.23, 4.75)","1.08e-33",136860
"OXYCODONE, PREDNISONE, ACETAMINOPHEN",3.93,"(3.57, 4.33)","5.72e-124",136860
"PREDNISONE, ACETYLSALICYLIC ACID, AMLODIPINE",3.93,"(3.43, 4.49)","1.19e-65",136860
"OMEPRAZOLE, PREDNISONE, ACETAMINOPHEN",3.93,"(3.53, 4.36)","1.90e-104",136860
"WARFARIN, ENOXAPARIN, FUROSEMIDE",3.93,"(3.23, 4.74)","6.98e-34",136860
"ACETAMINOPHEN, DIGOXIN, HYDROCODONE",3.92,"(3.42, 4.49)","2.92e-64",136860
"WARFARIN, FENTANYL, FUROSEMIDE",3.92,"(3.25, 4.71)","6.98e-36",136860
"METOPROLOL, ACETYLSALICYLIC ACID, CLONAZEPAM",3.92,"(3.22, 4.75)","8.43e-33",136860
"OMEPRAZOLE, TRIAMTERENE, HYDROCHLOROTHIAZIDE",3.92,"(3.27, 4.67)","2.01e-38",136860
"LOSARTAN, ATORVASTATIN, ACETYLSALICYLIC ACID",3.92,"(3.42, 4.48)","3.22e-65",136860
"ACETAMINOPHEN, DIPHENHYDRAMINE, GABAPENTIN",3.92,"(3.21, 4.75)","1.57e-32",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, LANSOPRAZOLE",3.92,"(3.44, 4.45)","1.63e-71",136860
"METOPROLOL, CLOPIDOGREL, ALPRAZOLAM",3.92,"(3.22, 4.73)","2.93e-33",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, ALLOPURINOL",3.92,"(3.44, 4.44)","2.79e-73",136860
"SIMVASTATIN, FUROSEMIDE, IRON",3.92,"(3.29, 4.64)","6.39e-41",136860
"CALCIUM, ALENDRONATE, LEVOTHYROXINE",3.91,"(3.22, 4.72)","9.25e-34",136860
"SIMVASTATIN, ACETAMINOPHEN, HYDROCHLOROTHIAZIDE",3.91,"(3.35, 4.54)","4.14e-52",136860
"METOPROLOL, CLOPIDOGREL, HYDROCODONE",3.91,"(3.27, 4.65)","2.67e-39",136860
"ACETAMINOPHEN, LANSOPRAZOLE, AMLODIPINE",3.91,"(3.21, 4.72)","3.53e-33",136860
"MORPHINE, ACETAMINOPHEN, LANSOPRAZOLE",3.9,"(3.2, 4.72)","1.22e-32",136860
"ACETAMINOPHEN, ESCITALOPRAM, ALPRAZOLAM",3.9,"(3.27, 4.63)","1.58e-40",136860
"MORPHINE, OMEPRAZOLE, ACETAMINOPHEN",3.9,"(3.42, 4.44)","3.38e-68",136860
"SIMVASTATIN, FUROSEMIDE, HYDROCODONE",3.9,"(3.33, 4.55)","4.23e-49",136860
"TRAMADOL, ACETYLSALICYLIC ACID, LISINOPRIL",3.9,"(3.2, 4.7)","2.50e-33",136860
"SIMVASTATIN, ACETAMINOPHEN, HYDROCODONE",3.9,"(3.56, 4.26)","2.95e-140",136860
"SALBUTAMOL, ACETAMINOPHEN, GUAIFENESIN",3.89,"(3.21, 4.69)","2.50e-34",136860
"SALBUTAMOL, ZOLPIDEM, FLUTICASONE PROPIONATE",3.89,"(3.33, 4.53)","4.67e-51",136860
"OMEPRAZOLE, ACETAMINOPHEN, IPRATROPIUM BROMIDE",3.89,"(3.24, 4.64)","7.21e-38",136860
"WARFARIN, ACETYLSALICYLIC ACID, DILTIAZEM",3.89,"(3.3, 4.57)","1.03e-45",136860
"NAPROXEN, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.89,"(3.32, 4.54)","5.58e-49",136860
"PANTOPRAZOLE, SALBUTAMOL, FUROSEMIDE",3.89,"(3.35, 4.5)","8.82e-55",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, ALENDRONATE",3.89,"(3.33, 4.51)","3.33e-52",136860
"MORPHINE, ACETAMINOPHEN, DIAZEPAM",3.88,"(3.21, 4.66)","3.01e-35",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, IRON",3.88,"(3.34, 4.5)","6.21e-53",136860
"PANTOPRAZOLE, SALBUTAMOL, ACETAMINOPHEN",3.88,"(3.39, 4.43)","2.92e-65",136860
"LORAZEPAM, FUROSEMIDE, LISINOPRIL",3.88,"(3.21, 4.67)","1.04e-34",136860
"ATORVASTATIN, SALBUTAMOL, LISINOPRIL",3.88,"(3.2, 4.67)","6.15e-34",136860
"ACETAMINOPHEN, TRAMADOL, WARFARIN",3.88,"(3.18, 4.7)","3.63e-32",136860
"OXYCODONE, ACETAMINOPHEN, LISINOPRIL",3.88,"(3.48, 4.32)","3.70e-97",136860
"ACETAMINOPHEN, ENOXAPARIN, FUROSEMIDE",3.88,"(3.33, 4.5)","7.44e-52",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, IBUPROFEN",3.88,"(3.45, 4.36)","7.76e-85",136860
"ATENOLOL, ATORVASTATIN, LISINOPRIL",3.88,"(3.29, 4.55)","5.17e-45",136860
"LOSARTAN, ATORVASTATIN, AMLODIPINE",3.88,"(3.19, 4.69)","6.76e-33",136860
"OXYCODONE, ACETAMINOPHEN, FOLIC ACID",3.88,"(3.38, 4.43)","3.84e-64",136860
"SERTRALINE, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.87,"(3.34, 4.47)","1.54e-55",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, DEXAMETHASONE",3.87,"(3.3, 4.52)","3.07e-48",136860
"LORAZEPAM, METOCLOPRAMIDE, ACETAMINOPHEN",3.87,"(3.31, 4.51)","5.75e-50",136860
"METOPROLOL, SULFAMETHOXAZOLE, TRIMETHOPRIM",3.87,"(3.29, 4.52)","1.98e-47",136860
"ACETAMINOPHEN, TRIAMTERENE, HYDROCODONE",3.87,"(3.21, 4.63)","1.38e-36",136860
"LORAZEPAM, PANTOPRAZOLE, ACETYLSALICYLIC ACID",3.87,"(3.21, 4.63)","1.38e-36",136860
"METOPROLOL, FUROSEMIDE, INSULIN GLARGINE",3.86,"(3.29, 4.51)","7.53e-48",136860
"SIMVASTATIN, FUROSEMIDE, GABAPENTIN",3.86,"(3.29, 4.5)","1.54e-48",136860
"VITAMIN D, ACETYLSALICYLIC ACID, CALCIUM CARBONATE",3.86,"(3.16, 4.68)","1.82e-31",136860
"PAROXETINE, SIMVASTATIN, ACETYLSALICYLIC ACID",3.86,"(3.17, 4.67)","1.82e-32",136860
"METOPROLOL, TRAMADOL, ACETYLSALICYLIC ACID",3.86,"(3.23, 4.58)","1.82e-39",136860
"OMEPRAZOLE, FUROSEMIDE, IRON",3.86,"(3.25, 4.55)","1.82e-42",136860
"PREDNISONE, SALMETEROL, ACETYLSALICYLIC ACID",3.86,"(3.2, 4.61)","3.38e-36",136860
"OXYCODONE, PROMETHAZINE, ACETAMINOPHEN",3.85,"(3.4, 4.36)","1.01e-74",136860
"METFORMIN, ACETAMINOPHEN, ESOMEPRAZOLE",3.85,"(3.18, 4.64)","6.30e-34",136860
"OMEPRAZOLE, GABAPENTIN, LISINOPRIL",3.85,"(3.2, 4.6)","1.17e-36",136860
"LORAZEPAM, METOPROLOL, FUROSEMIDE",3.85,"(3.28, 4.49)","3.77e-48",136860
"SPIRONOLACTONE, ACETAMINOPHEN, WARFARIN",3.85,"(3.2, 4.6)","6.89e-37",136860
"METOPROLOL, ROSUVASTATIN, LISINOPRIL",3.85,"(3.18, 4.62)","1.28e-34",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, FLUTICASONE PROPIONATE",3.85,"(3.22, 4.57)","4.06e-39",136860
"WARFARIN, AMLODIPINE, LISINOPRIL",3.84,"(3.16, 4.64)","1.41e-32",136860
"LORAZEPAM, OMEPRAZOLE, PREDNISONE",3.84,"(3.15, 4.65)","8.31e-32",136860
"METOPROLOL, OXYCODONE, ACETYLSALICYLIC ACID",3.84,"(3.35, 4.39)","1.82e-63",136860
"TEMAZEPAM, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.84,"(3.2, 4.58)","1.54e-37",136860
"METOPROLOL, ROSUVASTATIN, ACETYLSALICYLIC ACID",3.84,"(3.41, 4.3)","2.68e-85",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FAMOTIDINE",3.84,"(3.23, 4.54)","2.88e-41",136860
"OMEPRAZOLE, POTASSIUM, FUROSEMIDE",3.83,"(3.26, 4.49)","1.10e-45",136860
"PREDNISONE, ACETAMINOPHEN, ALENDRONATE",3.83,"(3.24, 4.51)","3.46e-43",136860
"ATENOLOL, ROSUVASTATIN, ACETYLSALICYLIC ACID",3.83,"(3.2, 4.56)","3.44e-38",136860
"ACETAMINOPHEN, ZOLPIDEM, LISINOPRIL",3.83,"(3.26, 4.48)","2.25e-46",136860
"METOCLOPRAMIDE, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.83,"(3.28, 4.46)","1.34e-49",136860
"OXYCODONE, ACETYLSALICYLIC ACID, AMLODIPINE",3.83,"(3.15, 4.62)","3.45e-33",136860
"MORPHINE, SALBUTAMOL, ACETAMINOPHEN",3.83,"(3.29, 4.44)","2.50e-51",136860
"ZOLPIDEM, FUROSEMIDE, AMLODIPINE",3.83,"(3.14, 4.64)","1.09e-31",136860
"OMEPRAZOLE, POTASSIUM, ACETYLSALICYLIC ACID",3.83,"(3.2, 4.55)","1.19e-38",136860
"SERTRALINE, ACETAMINOPHEN, HYDROCODONE",3.82,"(3.44, 4.24)","1.78e-102",136860
"RAMIPRIL, SIMVASTATIN, CLOPIDOGREL",3.82,"(3.27, 4.45)","9.40e-49",136860
"ATORVASTATIN, AMLODIPINE, LISINOPRIL",3.82,"(3.29, 4.41)","3.63e-54",136860
"SIMVASTATIN, ALLOPURINOL, FUROSEMIDE",3.82,"(3.32, 4.38)","7.57e-60",136860
"ROFECOXIB, ACETAMINOPHEN, ACETYLSALICYLIC ACID",3.82,"(3.36, 4.32)","1.16e-72",136860
"SALBUTAMOL, SIMVASTATIN, LISINOPRIL",3.82,"(3.27, 4.43)","6.68e-51",136860
"ACETAMINOPHEN, HYDROCHLOROTHIAZIDE, HYDROCODONE",3.82,"(3.47, 4.19)","4.62e-127",136860
"LORAZEPAM, PROCHLORPERAZINE, DEXAMETHASONE",3.82,"(3.25, 4.46)","3.54e-46",136860
"SALMETEROL, ACETYLSALICYLIC ACID, LISINOPRIL",3.81,"(3.19, 4.53)","1.71e-38",136860
"VITAMIN D, CALCIUM, ESOMEPRAZOLE",3.81,"(3.14, 4.59)","2.91e-33",136860
"ACETAMINOPHEN, FENTANYL, LISINOPRIL",3.81,"(3.14, 4.59)","5.42e-33",136860
"ONDANSETRON, PANTOPRAZOLE, DEXAMETHASONE",3.81,"(3.11, 4.62)","9.25e-31",136860
"LORAZEPAM, MORPHINE, ACETAMINOPHEN",3.81,"(3.31, 4.36)","1.31e-60",136860
"OXYCODONE, FUROSEMIDE, LEVOTHYROXINE",3.81,"(3.2, 4.51)","1.21e-39",136860
"ONDANSETRON, OXYCODONE, ACETAMINOPHEN",3.81,"(3.39, 4.26)","1.16e-85",136860
"ONDANSETRON, PROMETHAZINE, ACETAMINOPHEN",3.8,"(3.22, 4.47)","2.71e-43",136860
"POTASSIUM, CLAVULANATE, ESOMEPRAZOLE",3.8,"(3.11, 4.61)","5.95e-31",136860
"NITROGLYCERIN, SIMVASTATIN, ACETAMINOPHEN",3.8,"(3.23, 4.46)","9.41e-45",136860
"OMEPRAZOLE, ACETAMINOPHEN, ENOXAPARIN",3.8,"(3.18, 4.51)","1.45e-38",136860
"RANITIDINE, ACETYLSALICYLIC ACID, FUROSEMIDE",3.8,"(3.28, 4.39)","2.59e-54",136860
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",3.8,"(3.18, 4.52)","4.57e-38",136860
"LOSARTAN, POTASSIUM, ATORVASTATIN",3.8,"(3.2, 4.49)","9.34e-41",136860
"METFORMIN, OXYCODONE, ACETYLSALICYLIC ACID",3.8,"(3.12, 4.58)","1.32e-32",136860
"PANTOPRAZOLE, WARFARIN, FUROSEMIDE",3.79,"(3.29, 4.36)","7.01e-58",136860
"AMOXICILLIN, PREDNISONE, CLAVULANATE",3.79,"(3.2, 4.47)","2.08e-41",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, HYDROCHLOROTHIAZIDE",3.79,"(3.31, 4.32)","1.92e-63",136860
"PREGABALIN, ACETAMINOPHEN, DULOXETINE",3.79,"(3.15, 4.53)","1.73e-35",136860
"NITROGLYCERIN, ATORVASTATIN, ACETAMINOPHEN",3.79,"(3.15, 4.53)","1.02e-35",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, ALENDRONATE",3.78,"(3.2, 4.45)","1.47e-42",136860
"PREGABALIN, SIMVASTATIN, ACETYLSALICYLIC ACID",3.78,"(3.12, 4.56)","5.47e-33",136860
"METOPROLOL, ROSUVASTATIN, CLOPIDOGREL",3.78,"(3.22, 4.42)","5.60e-46",136860
"NITROGLYCERIN, ACETAMINOPHEN, LISINOPRIL",3.78,"(3.15, 4.51)","1.22e-36",136860
"METFORMIN, OXYCODONE, ACETAMINOPHEN",3.78,"(3.29, 4.34)","3.82e-59",136860
"OXYCODONE, PREGABALIN, ACETAMINOPHEN",3.78,"(3.33, 4.28)","4.47e-71",136860
"POTASSIUM, WARFARIN, ACETYLSALICYLIC ACID",3.78,"(3.14, 4.52)","3.84e-35",136860
"METOPROLOL, ATORVASTATIN, SALBUTAMOL",3.78,"(3.17, 4.48)","1.46e-38",136860
"ACETAMINOPHEN, TRAMADOL, ACETYLSALICYLIC ACID",3.78,"(3.34, 4.26)","1.11e-74",136860
"METOCLOPRAMIDE, RANITIDINE, ACETAMINOPHEN",3.78,"(3.09, 4.58)","1.02e-30",136860
"PREDNISONE, SALBUTAMOL, LISINOPRIL",3.77,"(3.11, 4.54)","3.85e-33",136860
"METOPROLOL, MORPHINE, FUROSEMIDE",3.77,"(3.13, 4.52)","1.33e-34",136860
"ACETAMINOPHEN, CARVEDILOL, LISINOPRIL",3.77,"(3.15, 4.49)","5.03e-37",136860
"SPIRONOLACTONE, ACETAMINOPHEN, DIGOXIN",3.77,"(3.08, 4.58)","3.53e-30",136860
"PREDNISONE, SALBUTAMOL, LEVOTHYROXINE",3.77,"(3.16, 4.47)","1.12e-38",136860
"OMEPRAZOLE, ZOLPIDEM, ACETYLSALICYLIC ACID",3.77,"(3.17, 4.45)","2.28e-40",136860
"SALBUTAMOL, FUROSEMIDE, LEVOFLOXACIN",3.77,"(3.11, 4.53)","2.70e-33",136860
"OXYCODONE, ACETAMINOPHEN, LENALIDOMIDE",3.76,"(3.08, 4.56)","7.84e-31",136860
"ACETYLSALICYLIC ACID, ESCITALOPRAM, FUROSEMIDE",3.76,"(3.1, 4.53)","1.59e-32",136860
"OXYCODONE, ACETAMINOPHEN, CLONAZEPAM",3.76,"(3.3, 4.26)","6.33e-69",136860
"ROSUVASTATIN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE",3.76,"(3.18, 4.42)","5.56e-42",136860
"ATORVASTATIN, ACETAMINOPHEN, AMLODIPINE",3.76,"(3.24, 4.34)","2.20e-53",136860
"SALBUTAMOL, TRAMADOL, FLUTICASONE PROPIONATE",3.76,"(3.07, 4.56)","1.59e-30",136860
"METFORMIN, ATENOLOL, ATORVASTATIN",3.76,"(3.17, 4.42)","6.08e-42",136860
"SIMVASTATIN, CLOPIDOGREL, ESOMEPRAZOLE",3.75,"(3.09, 4.52)","1.12e-32",136860
"SALBUTAMOL, FUROSEMIDE, LISINOPRIL",3.75,"(3.29, 4.27)","4.00e-66",136860
"ACETAMINOPHEN, DIGOXIN, LISINOPRIL",3.75,"(3.14, 4.46)","9.38e-38",136860
"HYDROCHLOROTHIAZIDE, HYDROCODONE, LISINOPRIL",3.75,"(3.18, 4.4)","4.69e-44",136860
"ACETYLSALICYLIC ACID, LANSOPRAZOLE, AMLODIPINE",3.75,"(3.23, 4.33)","9.03e-53",136860
"NITROGLYCERIN, ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE",3.75,"(3.19, 4.38)","1.05e-45",136860
"ACETAMINOPHEN, HYDROCODONE, AMLODIPINE",3.75,"(3.38, 4.14)","1.05e-107",136860
"METOPROLOL, ATORVASTATIN, DIGOXIN",3.75,"(3.15, 4.43)","1.23e-39",136860
"SALBUTAMOL, VITAMIN D, ACETYLSALICYLIC ACID",3.75,"(3.1, 4.5)","2.48e-33",136860
"POTASSIUM CHLORIDE, TRAMADOL, FUROSEMIDE",3.75,"(3.13, 4.45)","1.90e-37",136860
"LORAZEPAM, SULFAMETHOXAZOLE, TRIMETHOPRIM",3.74,"(3.13, 4.46)","6.02e-37",136860
"ACETYLSALICYLIC ACID, CALCIUM, LISINOPRIL",3.74,"(3.12, 4.46)","3.23e-36",136860
"ACETAMINOPHEN, TRIAMTERENE, HYDROCHLOROTHIAZIDE",3.74,"(3.26, 4.27)","2.73e-61",136860
"METOPROLOL, ACETAMINOPHEN, DIGOXIN",3.74,"(3.22, 4.32)","7.56e-53",136860
"AMOXICILLIN, POTASSIUM, CIPROFLOXACIN",3.74,"(3.1, 4.48)","1.74e-34",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, EZETIMIBE",3.74,"(3.1, 4.48)","3.23e-34",136860
"SALBUTAMOL, LEVOTHYROXINE, LISINOPRIL",3.73,"(3.07, 4.51)","1.59e-31",136860
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE, LEVOTHYROXINE",3.73,"(3.05, 4.54)","7.85e-30",136860
"ATORVASTATIN, HYDROCHLOROTHIAZIDE, LISINOPRIL",3.73,"(3.25, 4.27)","1.11e-59",136860
"PREDNISONE, FUROSEMIDE, LISINOPRIL",3.73,"(3.2, 4.32)","2.82e-50",136860
"PREDNISONE, ATENOLOL, ACETAMINOPHEN",3.73,"(3.07, 4.5)","1.02e-31",136860
"ATORVASTATIN, ACETAMINOPHEN, FUROSEMIDE",3.73,"(3.32, 4.17)","8.30e-85",136860
"SIMVASTATIN, ALLOPURINOL, AMLODIPINE",3.73,"(3.05, 4.52)","2.96e-30",136860
"SALBUTAMOL, ACETYLSALICYLIC ACID, IRON",3.73,"(3.04, 4.53)","1.59e-29",136860
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, ALPRAZOLAM",3.73,"(3.09, 4.46)","2.47e-34",136860
"OMEPRAZOLE, ATORVASTATIN, AMLODIPINE",3.73,"(3.16, 4.37)","9.46e-43",136860
"RAMIPRIL, ROSUVASTATIN, ACETYLSALICYLIC ACID",3.73,"(3.05, 4.51)","1.02e-30",136860
"ONDANSETRON, ACETAMINOPHEN, LEVOTHYROXINE",3.72,"(3.08, 4.47)","4.20e-33",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, LEVOFLOXACIN",3.72,"(3.16, 4.36)","3.57e-43",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, HYDROCODONE",3.72,"(3.37, 4.1)","5.27e-113",136860
"ACETAMINOPHEN, ESOMEPRAZOLE, FUROSEMIDE",3.72,"(3.29, 4.19)","1.73e-75",136860
"ACETAMINOPHEN, BUPROPION, HYDROCODONE",3.72,"(3.29, 4.19)","3.21e-75",136860
"PREGABALIN, ATORVASTATIN, ACETYLSALICYLIC ACID",3.72,"(3.03, 4.52)","1.90e-29",136860
"OMEPRAZOLE, ACETAMINOPHEN, FLUTICASONE PROPIONATE",3.71,"(3.2, 4.29)","1.06e-51",136860
"METOPROLOL, WARFARIN, AMLODIPINE",3.71,"(3.2, 4.29)","6.26e-52",136860
"PANTOPRAZOLE, ACETAMINOPHEN, CLOPIDOGREL",3.71,"(3.08, 4.44)","1.11e-34",136860
"ACETAMINOPHEN, DILTIAZEM, FUROSEMIDE",3.71,"(3.17, 4.33)","3.59e-46",136860
"AMOXICILLIN, POTASSIUM, ACETAMINOPHEN",3.71,"(3.31, 4.15)","8.26e-86",136860
"DIGOXIN, ALPRAZOLAM, FUROSEMIDE",3.71,"(3.04, 4.51)","7.15e-30",136860
"LORAZEPAM, PREDNISONE, ACETAMINOPHEN",3.71,"(3.2, 4.28)","7.50e-53",136860
"ACETAMINOPHEN, DULOXETINE, LEVOTHYROXINE",3.71,"(3.03, 4.51)","2.26e-29",136860
"MONTELUKAST, OXYCODONE, ACETAMINOPHEN",3.71,"(3.03, 4.51)","2.26e-29",136860
"METFORMIN, SALBUTAMOL, ACETAMINOPHEN",3.71,"(3.13, 4.38)","3.85e-40",136860
"METOPROLOL, SIMVASTATIN, HYDROCODONE",3.71,"(3.13, 4.36)","2.48e-41",136860
"SALBUTAMOL, ALPRAZOLAM, FUROSEMIDE",3.71,"(3.13, 4.37)","2.27e-40",136860
"METOPROLOL, CARVEDILOL, FUROSEMIDE",3.71,"(3.04, 4.49)","8.51e-31",136860
"PREDNISONE, SALBUTAMOL, ACETYLSALICYLIC ACID",3.71,"(3.22, 4.25)","9.13e-58",136860
"ACETYLSALICYLIC ACID, ALPRAZOLAM, FUROSEMIDE",3.71,"(3.23, 4.24)","3.47e-59",136860
"ACETAMINOPHEN, CELECOXIB, LEVOTHYROXINE",3.7,"(3.04, 4.48)","9.28e-31",136860
"PREDNISONE, ACETAMINOPHEN, LISINOPRIL",3.7,"(3.17, 4.31)","6.12e-48",136860
"WARFARIN, DEXAMETHASONE, LENALIDOMIDE",3.7,"(3.12, 4.38)","2.46e-39",136860
"ACETAMINOPHEN, FENTANYL, LANSOPRAZOLE",3.7,"(3.02, 4.49)","1.58e-29",136860
"METOPROLOL, PREDNISONE, ACETAMINOPHEN",3.7,"(3.23, 4.22)","1.21e-62",136860
"METOPROLOL, RANITIDINE, FUROSEMIDE",3.7,"(3.03, 4.49)","5.45e-30",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, EZETIMIBE",3.7,"(3.05, 4.45)","2.24e-32",136860
"OMEPRAZOLE, WARFARIN, LISINOPRIL",3.7,"(3.1, 4.39)","3.82e-37",136860
"PREDNISONE, ACETAMINOPHEN, HYDROCODONE",3.7,"(3.41, 4.01)","2.63e-163",136860
"ACETAMINOPHEN, HYDROCODONE, INSULIN GLARGINE",3.7,"(3.14, 4.34)","7.83e-43",136860
"METOPROLOL, ROFECOXIB, ACETAMINOPHEN",3.69,"(3.01, 4.49)","5.45e-29",136860
"NITROGLYCERIN, RAMIPRIL, ACETYLSALICYLIC ACID",3.69,"(3.06, 4.43)","2.91e-33",136860
"SALBUTAMOL, ACETAMINOPHEN, DIGOXIN",3.69,"(3.09, 4.38)","2.67e-37",136860
"SALBUTAMOL, ACETAMINOPHEN, IBUPROFEN",3.69,"(3.17, 4.28)","3.59e-49",136860
"POTASSIUM CHLORIDE, FUROSEMIDE, HYDROCODONE",3.69,"(3.28, 4.14)","5.46e-80",136860
"METOPROLOL, SALBUTAMOL, DIGOXIN",3.69,"(3.01, 4.48)","3.49e-29",136860
"NITROGLYCERIN, POTASSIUM CHLORIDE, ACETAMINOPHEN",3.69,"(3.04, 4.44)","2.91e-32",136860
"TRAMADOL, ACETYLSALICYLIC ACID, FUROSEMIDE",3.69,"(3.14, 4.31)","1.33e-44",136860
"AMOXICILLIN, CLAVULANATE, ESOMEPRAZOLE",3.69,"(3.04, 4.44)","9.19e-32",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, AMLODIPINE",3.68,"(3.38, 4.01)","3.39e-147",136860
"TRIAMTERENE, HYDROCHLOROTHIAZIDE, HYDROCODONE",3.68,"(3.06, 4.4)","8.38e-35",136860
"ZOLPIDEM, ACETYLSALICYLIC ACID, ALPRAZOLAM",3.68,"(3.05, 4.41)","7.66e-34",136860
"METOPROLOL, SIMVASTATIN, ESOMEPRAZOLE",3.68,"(3.11, 4.33)","1.86e-40",136860
"PANTOPRAZOLE, ACETAMINOPHEN, AMLODIPINE",3.68,"(3.12, 4.32)","4.15e-42",136860
"ACETAMINOPHEN, ALPRAZOLAM, FUROSEMIDE",3.68,"(3.24, 4.16)","8.59e-69",136860
"SIMVASTATIN, HYDROCODONE, LISINOPRIL",3.68,"(3.11, 4.33)","6.44e-41",136860
"ROFECOXIB, ACETAMINOPHEN, TRAMADOL",3.68,"(3.04, 4.42)","2.21e-32",136860
"ATENOLOL, ACETAMINOPHEN, FUROSEMIDE",3.68,"(3.18, 4.23)","3.94e-54",136860
"METOLAZONE, WARFARIN, FUROSEMIDE",3.68,"(3.02, 4.44)","3.45e-31",136860
"ACETYLSALICYLIC ACID, ESOMEPRAZOLE, FLUTICASONE PROPIONATE",3.67,"(3.07, 4.37)","3.76e-36",136860
"GABAPENTIN, HYDROCODONE, LISINOPRIL",3.67,"(3.08, 4.36)","2.63e-37",136860
"ACETAMINOPHEN, TRAMADOL, LISINOPRIL",3.67,"(3.05, 4.39)","3.14e-34",136860
"ACETYLSALICYLIC ACID, HYDROCODONE, LEVOTHYROXINE",3.67,"(3.15, 4.27)","1.11e-47",136860
"PANTOPRAZOLE, POTASSIUM CHLORIDE, WARFARIN",3.67,"(3, 4.46)","5.38e-29",136860
"PROCHLORPERAZINE, ACETAMINOPHEN, DIPHENHYDRAMINE",3.67,"(3, 4.45)","1.86e-29",136860
"PANTOPRAZOLE, SIMVASTATIN, ACETAMINOPHEN",3.67,"(3.13, 4.28)","1.71e-45",136860
"ATENOLOL, SIMVASTATIN, AMLODIPINE",3.66,"(3.11, 4.3)","6.38e-42",136860
"ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE, HYDROCHLOROTHIAZIDE",3.66,"(3.06, 4.35)","1.68e-36",136860
"TAMSULOSIN, ACETAMINOPHEN, HYDROCODONE",3.66,"(3.02, 4.41)","9.06e-32",136860
"NITROGLYCERIN, SALBUTAMOL, ACETAMINOPHEN",3.66,"(3.04, 4.38)","4.07e-34",136860
"WARFARIN, DIGOXIN, HYDROCODONE",3.66,"(3.01, 4.42)","1.41e-30",136860
"LORAZEPAM, METOPROLOL, ACETAMINOPHEN",3.66,"(3.15, 4.23)","4.99e-51",136860
"POTASSIUM CHLORIDE, PROMETHAZINE, ACETAMINOPHEN",3.66,"(3.02, 4.41)","1.68e-31",136860
"LORAZEPAM, SALBUTAMOL, ACETAMINOPHEN",3.66,"(3.19, 4.18)","3.62e-60",136860
